despacho_id,fecha_pedido,fecha_entrega_prometida,fecha_entrega_real,dias_transito,cliente_id,cliente,sector,ciudad_destino,depto_destino,sede_origen,sede_nombre,estado,entregado_a_tiempo,valor_cop
DSP-8455,2026-07-31,2026-08-03,2026-08-03,3,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,67230883
DSP-8456,2026-06-23,2026-06-24,2026-06-24,1,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,TUN,Tunja,Entregado,True,53878211
DSP-8457,2026-08-07,2026-08-08,2026-08-08,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,VIL,Villavicencio,Entregado,True,42713562
DSP-8458,2026-05-27,2026-05-30,2026-05-30,3,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,54974840
DSP-8459,2026-08-12,2026-08-15,2026-08-17,5,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,74695557
DSP-8460,2026-07-05,2026-07-06,2026-07-06,1,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,MOS,CEDI Mosquera,Entregado,True,29225438
DSP-8461,2026-07-06,2026-07-09,2026-07-14,8,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,False,9649661
DSP-8462,2026-06-27,2026-06-30,2026-07-02,5,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,VIL,Villavicencio,Entregado,False,55853198
DSP-8463,2026-07-14,2026-07-16,2026-07-16,2,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,BOG-AME,Bogotá · Américas,Entregado,True,81876274
DSP-8464,2026-07-30,2026-08-01,2026-08-01,2,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,21676317
DSP-8465,2026-06-05,2026-06-06,2026-06-06,1,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,38450569
DSP-8466,2026-07-20,2026-07-21,2026-07-21,1,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,18167057
DSP-8467,2026-08-15,2026-08-16,2026-08-16,1,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,60662272
DSP-8468,2026-08-14,2026-08-16,2026-08-16,2,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,80315854
DSP-8469,2026-07-08,2026-07-11,2026-07-11,3,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,VIL,Villavicencio,Entregado,True,40634701
DSP-8470,2026-07-26,2026-07-28,2026-07-28,2,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,52389047
DSP-8471,2026-07-10,2026-07-13,2026-07-13,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,39780334
DSP-8472,2026-07-20,2026-07-23,2026-07-23,3,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,18190292
DSP-8473,2026-07-11,2026-07-12,2026-07-12,1,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,TUN,Tunja,Entregado,True,84728529
DSP-8474,2026-08-17,2026-08-18,2026-08-18,1,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,78818848
DSP-8475,2026-05-31,2026-06-01,2026-06-01,1,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,18506311
DSP-8476,2026-06-28,2026-07-01,2026-07-01,3,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,ITA,Itagüí,Entregado,True,39038040
DSP-8477,2026-05-25,2026-05-28,2026-05-28,3,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,True,11004870
DSP-8478,2026-06-11,2026-06-12,2026-06-12,1,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,68191977
DSP-8479,2026-05-28,2026-05-30,2026-05-30,2,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,62912173
DSP-8480,2026-06-11,2026-06-13,2026-06-13,2,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,MOS,CEDI Mosquera,Entregado,True,23397849
DSP-8481,2026-08-13,2026-08-14,2026-08-14,1,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,84719330
DSP-8482,2026-07-03,2026-07-05,2026-07-05,2,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,True,80991861
DSP-8483,2026-07-21,2026-07-23,2026-07-23,2,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,41706876
DSP-8484,2026-07-02,2026-07-05,2026-07-05,3,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,27254234
DSP-8485,2026-08-14,2026-08-15,2026-08-15,1,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,49212550
DSP-8486,2026-07-18,2026-07-20,2026-07-20,2,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,ITA,Itagüí,Entregado,True,51588718
DSP-8487,2026-06-30,2026-07-03,2026-07-03,3,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,ITA,Itagüí,Entregado,True,31656458
DSP-8488,2026-08-12,2026-08-13,2026-08-13,1,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,32380017
DSP-8489,2026-07-01,2026-07-02,2026-07-02,1,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,18659883
DSP-8490,2026-07-14,2026-07-17,2026-07-17,3,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,78842828
DSP-8491,2026-07-25,2026-07-28,2026-07-28,3,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,44131544
DSP-8492,2026-06-16,2026-06-17,2026-06-19,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,False,14142467
DSP-8493,2026-07-20,2026-07-21,2026-07-21,1,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,56819888
DSP-8494,2026-06-05,2026-06-08,2026-06-08,3,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,BOG-QUI,Bogotá · Químicos,Entregado,True,83242661
DSP-8495,2026-07-06,2026-07-08,2026-07-08,2,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,18175074
DSP-8496,2026-07-21,2026-07-22,2026-07-22,1,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,True,53014862
DSP-8497,2026-05-30,2026-06-02,2026-06-02,3,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,55515701
DSP-8498,2026-07-03,2026-07-06,2026-07-06,3,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,66652887
DSP-8499,2026-07-03,2026-07-05,2026-07-07,4,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,BOG-AME,Bogotá · Américas,Entregado,False,70465492
DSP-8500,2026-07-25,2026-07-27,2026-07-27,2,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,40109435
DSP-8501,2026-06-01,2026-06-03,2026-06-03,2,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,VIL,Villavicencio,Entregado,True,66330488
DSP-8502,2026-06-26,2026-06-29,2026-06-29,3,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,TUN,Tunja,Entregado,True,38266266
DSP-8503,2026-07-09,2026-07-12,2026-07-12,3,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,23520652
DSP-8504,2026-07-30,2026-07-31,2026-07-31,1,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,31621679
DSP-8505,2026-08-01,2026-08-02,2026-08-02,1,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,BOG-AME,Bogotá · Américas,Entregado,True,15026037
DSP-8506,2026-05-25,2026-05-27,2026-05-27,2,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,76456137
DSP-8507,2026-08-18,2026-08-21,2026-08-21,3,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,52040150
DSP-8508,2026-05-27,2026-05-29,2026-05-29,2,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,60190718
DSP-8509,2026-07-18,2026-07-19,2026-07-19,1,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,MOS,CEDI Mosquera,Entregado,True,25664474
DSP-8510,2026-06-29,2026-07-01,2026-07-05,6,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,43568235
DSP-8511,2026-07-03,2026-07-06,2026-07-06,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,ITA,Itagüí,Entregado,True,37178476
DSP-8512,2026-08-17,2026-08-20,2026-08-20,3,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,VIL,Villavicencio,Entregado,True,62927233
DSP-8513,2026-06-15,2026-06-18,2026-06-22,7,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,77499125
DSP-8514,2026-07-28,2026-07-30,2026-08-01,4,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,TUN,Tunja,Entregado,False,24438659
DSP-8515,2026-08-06,2026-08-09,2026-08-14,8,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,29867609
DSP-8516,2026-06-23,2026-06-26,2026-06-26,3,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,50483593
DSP-8517,2026-06-02,2026-06-05,2026-06-05,3,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,33677843
DSP-8518,2026-06-22,2026-06-24,2026-06-24,2,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,BOG-QUI,Bogotá · Químicos,Entregado,True,27343898
DSP-8519,2026-07-24,2026-07-26,2026-07-26,2,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,64253952
DSP-8520,2026-07-13,2026-07-14,2026-07-14,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,78308251
DSP-8521,2026-06-27,2026-06-30,2026-06-30,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,ITA,Itagüí,Entregado,True,55055104
DSP-8522,2026-07-20,2026-07-22,2026-07-22,2,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,82962548
DSP-8523,2026-08-05,2026-08-07,2026-08-07,2,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,33635582
DSP-8524,2026-06-28,2026-06-29,2026-06-29,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,ITA,Itagüí,Entregado,True,44956424
DSP-8525,2026-07-08,2026-07-10,2026-07-10,2,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,31562707
DSP-8526,2026-05-31,2026-06-01,2026-06-01,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,MOS,CEDI Mosquera,Entregado,True,12172335
DSP-8527,2026-08-17,2026-08-19,2026-08-19,2,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,TUN,Tunja,Entregado,True,51946206
DSP-8528,2026-06-10,2026-06-11,2026-06-13,3,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,29859258
DSP-8529,2026-06-16,2026-06-19,2026-06-19,3,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,40983181
DSP-8530,2026-08-04,2026-08-06,2026-08-06,2,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,47646214
DSP-8531,2026-06-27,2026-06-30,2026-06-30,3,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,32509040
DSP-8532,2026-07-09,2026-07-12,2026-07-12,3,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,35053156
DSP-8533,2026-06-16,2026-06-18,2026-06-18,2,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,33527683
DSP-8534,2026-08-05,2026-08-06,2026-08-06,1,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,66852415
DSP-8535,2026-07-23,2026-07-24,2026-07-24,1,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,True,38458863
DSP-8536,2026-08-01,2026-08-03,2026-08-03,2,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,VIL,Villavicencio,Entregado,True,20762489
DSP-8537,2026-08-11,2026-08-14,2026-08-14,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,SIB,CEDI Siberia,Entregado,True,29629913
DSP-8538,2026-08-05,2026-08-06,2026-08-06,1,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,51931467
DSP-8539,2026-06-10,2026-06-12,2026-06-17,7,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,84134512
DSP-8540,2026-06-05,2026-06-08,2026-06-08,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,VIL,Villavicencio,Entregado,True,36858840
DSP-8541,2026-07-10,2026-07-13,2026-07-13,3,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,BOG-QUI,Bogotá · Químicos,Entregado,True,60500164
DSP-8542,2026-06-22,2026-06-25,2026-06-25,3,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,52025278
DSP-8543,2026-05-27,2026-05-30,2026-05-30,3,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,27918349
DSP-8544,2026-07-03,2026-07-04,2026-07-04,1,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,49121952
DSP-8545,2026-08-02,2026-08-05,2026-08-05,3,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,32768614
DSP-8546,2026-07-31,2026-08-01,2026-08-01,1,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,MOS,CEDI Mosquera,Entregado,True,39195227
DSP-8547,2026-07-14,2026-07-16,2026-07-21,7,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,False,60626336
DSP-8548,2026-06-09,2026-06-10,2026-06-10,1,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,75766957
DSP-8549,2026-08-12,2026-08-13,2026-08-13,1,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,11188843
DSP-8550,2026-06-05,2026-06-06,2026-06-10,5,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,False,78872717
DSP-8551,2026-06-09,2026-06-11,2026-06-11,2,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,38165306
DSP-8552,2026-07-18,2026-07-20,2026-07-21,3,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,67299565
DSP-8553,2026-06-30,2026-07-02,2026-07-02,2,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,21138253
DSP-8554,2026-06-10,2026-06-13,2026-06-13,3,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,MOS,CEDI Mosquera,Entregado,True,30174929
DSP-8555,2026-06-16,2026-06-18,2026-06-18,2,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,76525369
DSP-8556,2026-06-27,2026-06-29,2026-06-30,3,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,34007720
DSP-8557,2026-07-19,2026-07-20,2026-07-21,2,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,25277930
DSP-8558,2026-07-12,2026-07-15,2026-07-17,5,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,False,48302870
DSP-8559,2026-05-26,2026-05-28,2026-05-28,2,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,81059559
DSP-8560,2026-08-11,2026-08-12,2026-08-12,1,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,72514127
DSP-8561,2026-06-02,2026-06-03,2026-06-03,1,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,83261459
DSP-8562,2026-07-31,2026-08-01,2026-08-01,1,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,20029337
DSP-8563,2026-07-05,2026-07-07,2026-07-07,2,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,31704716
DSP-8564,2026-08-20,2026-08-22,2026-08-22,2,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,ITA,Itagüí,Entregado,True,67151905
DSP-8565,2026-08-22,2026-08-23,,1,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,SIB,CEDI Siberia,En tránsito,,35369984
DSP-8566,2026-07-14,2026-07-16,2026-07-16,2,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,28066542
DSP-8567,2026-08-20,2026-08-21,2026-08-24,4,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,VIL,Villavicencio,En tránsito,False,25355688
DSP-8568,2026-07-24,2026-07-26,2026-07-28,4,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,False,18470092
DSP-8569,2026-07-11,2026-07-13,2026-07-13,2,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,61570320
DSP-8570,2026-07-04,2026-07-05,2026-07-05,1,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,VIL,Villavicencio,Entregado,True,77172824
DSP-8571,2026-07-16,2026-07-19,2026-07-19,3,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,VIL,Villavicencio,Entregado,True,9901865
DSP-8572,2026-05-31,2026-06-02,2026-06-02,2,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,TUN,Tunja,Entregado,True,33709381
DSP-8573,2026-06-27,2026-06-30,2026-06-30,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,ITA,Itagüí,Entregado,True,44925981
DSP-8574,2026-07-11,2026-07-13,2026-07-13,2,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,57538031
DSP-8575,2026-06-03,2026-06-05,2026-06-05,2,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,11246456
DSP-8576,2026-07-16,2026-07-17,2026-07-20,4,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,False,60519488
DSP-8577,2026-07-04,2026-07-06,2026-07-11,7,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,False,73159646
DSP-8578,2026-05-25,2026-05-28,2026-05-28,3,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,32460647
DSP-8579,2026-06-28,2026-07-01,2026-07-01,3,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,19376468
